simulation generate 2026-03-06 10:04:32-->
815392330#0;;0.12613521695257315;2.8538516918646506;55.9402874701336;1521.0;0.0;0.6117;0.0
815392330#0;;0.12613521695257315;2.801596687542593;67.43601361061027;3415.3978224936263;0.00020938600626167642;0.6412981495772955;0.006778732692371237
815392330#0;;0.12613521695257315;2.7527545125612174;67.17700281617618;3445.927520250503;0.0007880795427924771;0.6690553993493532;0.013476279047524903
815392330#0;;0.12613521695257315;2.710632927704719;66.0614317703437;3309.640896111626;0.0014570907398688076;0.6862630569723266;0.01950516785270071
815392330#0;;0.12613521695257315;2.6647644019418126;67.38695974138794;3623.318981645092;0.0029596518647582496;0.7260684473743438;0.026527527067642262
815392330#0;;0.12613521695257315;2.6277614792396324;65.60890757297034;3337.84081417004;0.003632438226469238;0.7285697594065226;0.03220896607822644
815392330#0;;0.12613521695257315;2.5908274583260873;65.93737585425583;3454.605691190428;0.005199736247178736;0.7550891480715973;0.038316646577993135
815392330#0;;0.12613521695257315;2.553880059527126;66.30067027614642;3584.28176849383;0.007174435648104753;0.7846922149802552;0.044723735350957056
815392330#0;;0.12613521695257315;2.5201179561026312;65.7929452101635;3526.7895943331737;0.008589549487192599;0.7971841968899024;0.05062088477748461
815392330#0;;0.12613521695257315;2.4837251056937335;66.87429636387462;3822.3863847714388;0.01205844836881582;0.8461017918066951;0.057741450589277675
815392330#0;;0.12613521695257315;2.4448961102525897;67.98528798361262;4147.874090446883;0.016713614651839504;0.9052111455101705;0.06583997355745738
815392330#0;;0.12613521695257315;2.4075801981908724;67.99013075607279;4224.432639190506;0.020387015938058948;0.9387815229728428;0.07360036871206355
815392330#0;;0.12613521695257315;2.3833067485791344;64.39033468703451;3384.4559316535847;0.015598183798541825;0.846743217042393;0.07660663698480133
815392330#0;;0.12613521695257315;2.3549559142595733;65.8985651734313;3801.9872054826606;0.021383320126022166;0.9160163663945642;0.08366938005591619
815392330#0;;0.12613521695257315;2.3364997552725613;63.012003068226704;3081.6736252516457;0.015737597630873228;0.8250148984493539;0.08550721799605283
815392330#0;;0.12613521695257315;2.3099528402499745;65.80387710987014;3847.982479986177;0.02581372364351908;0.9471550467822648;0.09373753800572275
815392330#0;;0.12613521695257315;2.283274462827874;66.12964938505739;3978.9752407860933;0.029928697081757497;0.9818279580682996;0.10032920406840878
815392330#0;;0.12613521695257315;2.2621498205640282;64.52215362091296;3564.238833687035;0.026745087958779144;0.9282406824694078;0.10370491729324931
815392330#0;;0.12613521695257315;2.2323928382900347;67.74199446810138;4528.451390660345;0.043210715428253055;1.1019627439601412;0.11491932934297215
815392330#0;;0.12613521695257315;2.208008303693348;66.18744857202786;4122.279076192427;0.04033778302156934;1.0493140276636497;0.11931560022826972
815392330#0;;0.12613521695257315;2.191229399214172;63.70040298095369;3399.285784735854;0.030732278464870668;0.9324198975136769;0.12011642524528267
815392330#0;;0.12613521695257315;2.1727288983691038;64.4860347037932;3658.4968446107405;0.03686544645270779;0.986871681345105;0.12610741255449778
815392330#0;;0.12613521695257315;2.150801812616156;65.95428600086369;4146.503402215416;0.0480836259938144;1.0877824675817231;0.13449683708011037
