simulation generate 2026-03-06 08:49:49-->
189597344#0,55.9402874701336;1521.0;0.0;0.6117;0.0;
189597344#0,67.24703080873428;3382.7986531190472;0.0001992285394446111;0.6403254666237179;0.006665141687640003;
189597344#0,67.55354920442117;3512.569918097704;0.0008284320310255407;0.6715132530423118;0.013599329763418938;
189597344#0,66.03581823861126;3305.944882096564;0.0014676467528667162;0.6864449535667582;0.019603478234501974;
189597344#0,67.07043782800775;3562.6702000836417;0.0028554441364674827;0.7223950910313351;0.026404288089463043;
189597344#0,67.14851766091894;3647.1895841039022;0.0044534571964781194;0.7517496365390761;0.033273582897569605;
189597344#0,65.5238003832331;3375.986204755518;0.005124881548940786;0.7509757845524065;0.03886127061657166;
189597344#0,66.38979196380096;3608.930061029729;0.007443288479568311;0.7888601413569498;0.04542083126728929;
189597344#0,64.55017241659378;3257.044454820159;0.007401861751977485;0.7715761754256387;0.05013670527582419;
189597344#0,64.4543020768476;3269.2400664592346;0.008721094200839065;0.7850026287308116;0.055170412961170354;
189597344#0,66.90867625993774;3875.524753351534;0.014097641885869592;0.8670429563983528;0.06285483537332273;
189597344#0,63.643337372020746;3148.2886709913664;0.010896505634103167;0.7963823813747686;0.06596125308815971;
189597344#0,65.9653191454547;3741.6032338465434;0.017016392427303247;0.8815405543770134;0.07323355778634352;
189597344#0,65.11787906072256;3572.463650817478;0.01758163766604583;0.8738003784064138;0.07828411865106219;
189597344#0,64.97196289372118;3569.801401120577;0.01941910359226928;0.8858253627472796;0.0835922995141806;
189597344#0,66.94758930928012;4130.353718084177;0.027726168770692457;0.9813459468962303;0.09200235407625097;
189597344#0,65.12404412031546;3683.878230349138;0.025074439370759222;0.9293080833853007;0.09596596481513009;
189597344#0,63.72516219498284;3324.69903023978;0.022371655340455807;0.8834942873884647;0.09902660373093368;
189597344#0,67.28556123523096;4362.577397292281;0.03867917503178389;1.0631787000760198;0.10994184332514702;
189597344#0,67.45021436625349;4468.257791964301;0.04388279339759464;1.0998001743422359;0.11756741139014167;
189597344#0,67.19981283236082;4449.498439433096;0.04729197764104007;1.1147939666775886;0.124453489267425;
189597344#0,67.34678825468404;4548.3631413639505;0.05276702657110237;1.150399450129257;0.13200557742711486;
189597344#0,68.27283980714428;4900.510268306646;0.06362780654781036;1.235790095378361;0.14170019683353274;
189597344#0,64.46388002466202;3706.565744733692;0.04332040472516997;1.020004759735873;0.1396089367881407;
189597344#0,64.7474509477631;3819.3815921452674;0.047687434035846035;1.050558631094882;0.14508782512887158;
189597344#0,63.951277844098335;3566.286198556973;0.04420833882264051;1.0077188738154779;0.1476678090965269;
189597344#0,66.0746307243991;4316.759457022919;0.06327194520835931;1.1697489703659358;0.1583276394084722;
189597344#0,67.05946792871902;4698.607824315793;0.07576454640800573;1.2630849673271907;0.16757792380523806;
189597344#0,67.68114271646438;4967.575228544401;0.08667961367604994;1.3366798357851664;0.17669308831948646;
189597344#0,68.88404457279225;5466.981558423248;0.10495903686745414;1.4654479855757714;0.18872617155243207;
189597344#0,68.77891991446356;5492.5370474066085;0.11146864944046841;1.4919393646150347;0.1970955203366313;
189597344#0,67.71830860740214;5136.6565452428085;0.10636608792676855;1.4280661405232151;0.20124830325729398;
189597344#0,68.61406548195974;5542.761497456394;0.12387195639397862;1.5409499854351445;0.21272407618411743;
189597344#0,65.05757044222837;4124.147018602523;0.08323886819687931;1.214873976557851;0.204366856126714;
189597344#0,66.90044953591196;4913.460625320297;0.11182201865920953;1.415570069742188;0.21800154438928762;
189597344#0,67.93032880068867;5384.73124780299;0.1320875388470585;1.5455821795018627;0.22974171419971529;
189597344#0,68.59368399394377;5716.867930322456;0.14904968704731356;1.6454627749242143;0.240858671889006;
189597344#0,70.32379943128625;6540.647013949293;0.1858865540225238;1.8769846881837036;0.259008695528763;
189597344#0,67.29732192670453;5225.615605206134;0.14234469797080662;1.5530108750533032;0.25094681317579415;
189597344#0,70.37455052942784;6696.125219362573;0.20577896544720728;1.9589528872584872;0.2770360301377944;
189597344#0,67.24170127299045;5262.204048933084;0.15403118518568246;1.591651146916602;0.2663449351989293;
189597344#0,65.40469865398791;4368.342692319441;0.1206077482715483;1.3587889702039497;0.25989231309342536;
189597344#0,67.77861102420066;5570.597637067795;0.17459301304794644;1.6967131686158665;0.2813107042438354;
189597344#0,66.96404260421629;5181.523650353823;0.16211897041522866;1.6005615842047736;0.2821191081763186;
189597344#0,65.90311322992929;4638.567158168204;0.14154755349249265;1.457540611337439;0.2797190388301727;
189597344#0,60.831952349712836;1687.5354733635631;0.0122531169638588;0.6344797069795716;0.24071116717172453;
189597344#0,60.021744032552256;0.0;0.0;0.0;0.0;
189597344#0,62.037677312689404;2458.2068133982516;0.0460452086568884;0.8494629685882418;0.2510384448281359;
189597344#0,59.92266432122513;0.0;0.0;0.0;0.0;
189597344#0,60.894798374027744;1741.0824066572552;0.014517913024526681;0.6493947098002429;0.2406601131604408;
189597344#0,59.28353173075258;0.0;0.0;0.0;0.0;
